DATE,PERMNO,RET,formdate,DGTW_PORT,dgtw_vwret,DGTW_XRET
19911231,10100,27.87%,19910630,114,5.010%,22.86%
19920131,10100,-14.10%,19910630,114,7.128%,-21.23%
19920229,10100,-16.42%,19910630,114,1.747%,-18.17%
19920331,10100,-26.79%,19910630,114,-1.545%,-25.24%
19920430,10100,9.756%,19910630,114,-4.892%,14.65%
19920531,10100,-24.44%,19910630,114,-4.088%,-20.36%
19920630,10100,-25.00%,19910630,114,-5.700%,-19.30%
19920731,10100,7.843%,19920630,125,1.211%,6.632%
19920831,10100,-1.818%,19920630,125,-6.168%,4.350%
19920930,10100,-11.11%,19920630,125,4.927%,-16.04%
19921031,10100,-33.33%,19920630,125,3.698%,-37.03%
19921130,10100,43.75%,19920630,125,9.534%,34.22%
19921231,10100,-2.174%,19920630,125,.7360%,-2.910%
19930131,10100,-20.00%,19920630,125,5.067%,-25.07%
19930228,10100,.0000%,19920630,125,-5.594%,5.594%
19930331,10100,-5.556%,19920630,125,.1235%,-5.679%
19930430,10100,-20.59%,19920630,125,-5.684%,-14.90%
19930531,10100,11.11%,19920630,125,2.309%,8.802%
19930630,10100,-23.33%,19920630,125,-.3007%,-23.03%
19930731,10100,.0000%,19930630,111,-1.776%,1.776%
19930831,10100,13.04%,19930630,111,3.059%,9.984%
19930930,10100,11.54%,19930630,111,-.5508%,12.09%
19931031,10100,-10.34%,19930630,111,-1.442%,-8.902%
19931130,10100,-15.38%,19930630,111,.9088%,-16.29%
19931231,10100,4.545%,19930630,111,-6.208%,10.75%
19940131,10100,-23.91%,19930630,111,-.9374%,-22.98%
19940228,10100,2.857%,19930630,111,-.6042%,3.461%
19940331,10100,16.67%,19930630,111,-1.970%,18.64%
19940430,10100,-9.524%,19930630,111,-5.925%,-3.599%
19940531,10100,-2.632%,19930630,111,-1.039%,-1.593%
19940630,10100,-16.22%,19930630,111,-9.599%,-6.618%
19940731,10100,48.39%,19940630,121,2.701%,45.69%
19940831,10100,4.348%,19940630,121,3.304%,1.044%
19940930,10100,2.083%,19940630,121,2.488%,-.4044%
19941031,10100,-16.33%,19940630,121,-.5540%,-15.77%
19941130,10100,-21.95%,19940630,121,-7.187%,-14.76%
19941231,10100,6.250%,19940630,121,-5.094%,11.34%
19950131,10100,-11.76%,19940630,121,7.261%,-19.03%
19950228,10100,.0000%,19940630,121,-.0922%,.0922%
19950331,10100,.0000%,19940630,121,1.179%,-1.179%
19950430,10100,-8.333%,19940630,121,4.325%,-12.66%
19950531,10100,-5.455%,19940630,121,1.288%,-6.743%
19950630,10100,11.54%,19940630,121,10.92%,.6202%
19950731,10100,6.897%,19950630,132,4.272%,2.624%
19950831,10100,16.13%,19950630,132,6.726%,9.403%
19950930,10100,-5.556%,19950630,132,1.336%,-6.891%
19951031,10100,-11.76%,19950630,132,-6.045%,-5.720%
19951130,10100,-5.000%,19950630,132,.4879%,-5.488%
19951231,10100,8.772%,19950630,132,-.5014%,9.273%
19960131,10100,12.90%,19950630,132,3.994%,8.910%
19960229,10100,5.714%,19950630,132,2.030%,3.685%
19960331,10100,.0000%,19950630,132,5.210%,-5.210%
19960430,10100,-5.405%,19950630,132,7.210%,-12.62%
19960531,10100,18.57%,19950630,132,9.601%,8.970%
19960630,10100,-13.25%,19950630,132,-5.756%,-7.497%
19960731,10100,-19.44%,19960630,144,-5.800%,-13.64%
19960831,10100,-3.448%,19960630,144,3.905%,-7.354%
19960930,10100,.0000%,19960630,144,1.783%,-1.783%
19961031,10100,14.29%,19960630,144,.1745%,14.11%
19961130,10100,-12.50%,19960630,144,1.913%,-14.41%
19961231,10100,-3.571%,19960630,144,2.523%,-6.094%
19970131,10100,-7.407%,19960630,144,4.788%,-12.20%
19970228,10100,-7.000%,19960630,144,-.5770%,-6.423%
19970331,10100,-1.075%,19960630,144,-2.839%,1.764%
19970430,10100,2.174%,19960630,144,-5.552%,7.726%
19970531,10100,-14.89%,19960630,144,8.751%,-23.64%
19970630,10100,10.00%,19960630,144,6.339%,3.661%
19970731,10100,54.55%,19970630,141,3.243%,51.30%
19970831,10100,-11.76%,19970630,141,5.150%,-16.91%
19970930,10100,3.333%,19970630,141,11.23%,-7.899%
19971031,10100,6.452%,19970630,141,-3.845%,10.30%
19971130,10100,-3.030%,19970630,141,-6.609%,3.578%
19971231,10100,-15.63%,19970630,141,-9.128%,-6.497%
19980131,10100,11.11%,19970630,141,4.819%,6.293%
19980228,10100,-3.333%,19970630,141,6.903%,-10.24%
19980331,10100,-4.310%,19970630,141,9.990%,-14.30%
19980430,10100,8.108%,19970630,141,1.462%,6.646%
19980531,10100,-10.00%,19970630,141,-6.921%,-3.079%
19980630,10100,48.15%,19970630,141,-7.515%,55.66%
19980731,10100,5.000%,19980630,154,-4.375%,9.375%
19980831,10100,-27.38%,19980630,154,-15.79%,-11.59%
19980930,10100,8.197%,19980630,154,3.358%,4.839%
19981031,10100,-3.030%,19980630,154,-1.568%,-1.463%
19981130,10100,-3.125%,19980630,154,7.925%,-11.05%
19981231,10100,-3.226%,19980630,154,.9984%,-4.224%
19990131,10100,20.00%,19980630,154,3.662%,16.34%
19990228,10100,-18.75%,19980630,154,-3.835%,-14.91%
19990331,10100,-4.274%,19980630,154,-3.670%,-.6040%
19990430,10100,7.143%,19980630,154,7.190%,-.0475%
19990531,10100,3.333%,19980630,154,6.843%,-3.510%
19990630,10100,16.13%,19980630,154,2.666%,13.46%
19990731,10100,47.22%,19990630,145,2.432%,44.79%
19990831,10100,-24.53%,19990630,145,-1.707%,-22.82%
19990930,10100,.0000%,19990630,145,-2.740%,2.740%
19991031,10100,-32.50%,19990630,145,-.6036%,-31.90%
19991130,10100,22.22%,19990630,145,13.63%,8.593%
19991231,10100,.0000%,19990630,145,9.805%,-9.805%
20000131,10100,-3.030%,19990630,145,7.781%,-10.81%
20000229,10100,4.688%,19990630,145,16.44%,-11.75%
20000331,10100,25.37%,19990630,145,-3.454%,28.83%
20000430,10100,-14.29%,19990630,145,-9.900%,-4.386%
20000531,10100,.0000%,19990630,145,-8.167%,8.167%
20000630,10100,-5.556%,19990630,145,13.75%,-19.31%
20000731,10100,14.71%,20000630,144,.9268%,13.78%
20000831,10100,-7.692%,20000630,144,4.583%,-12.27%
20000930,10100,1.389%,20000630,144,.2389%,1.150%
20001031,10100,-2.740%,20000630,144,1.090%,-3.830%
20001130,10100,-1.408%,20000630,144,-5.594%,4.185%
20001231,10100,5.714%,20000630,144,.4045%,5.310%
20010131,10100,9.459%,20000630,144,13.74%,-4.280%
20010228,10100,-20.99%,20000630,144,.5584%,-21.55%
20010331,10100,3.125%,20000630,144,-1.530%,4.655%
20010430,10100,-.6061%,20000630,144,6.508%,-7.114%
20010531,10100,3.902%,20000630,144,9.190%,-5.287%
20010630,10100,-6.103%,20000630,144,.5580%,-6.661%
20010731,10100,-12.50%,20010630,133,-.1575%,-12.34%
20010831,10100,-5.714%,20010630,133,-.3942%,-5.320%
20010930,10100,-11.82%,20010630,133,-9.173%,-2.645%
20011031,10100,-1.718%,20010630,133,6.059%,-7.778%
20011130,10100,18.18%,20010630,133,7.083%,11.10%
20011231,10100,-8.284%,20010630,133,4.452%,-12.74%
20020131,10100,-8.387%,20010630,133,5.289%,-13.68%
20020228,10100,9.859%,20010630,133,.4379%,9.421%
20020331,10100,-13.46%,20010630,133,8.389%,-21.85%
20020430,10100,.7407%,20010630,133,5.752%,-5.011%
20020531,10100,36.03%,20010630,133,-.4143%,36.44%
20020630,10100,-6.757%,20010630,133,-2.336%,-4.421%
20020731,10100,-15.94%,20020630,132,-19.14%,3.194%
20020831,10100,10.00%,20020630,132,-7.483%,17.48%
20020930,10100,-12.23%,20020630,132,-11.67%,-.5543%
20021031,10100,23.93%,20020630,132,6.962%,16.97%
20021130,10100,-4.899%,20020630,132,15.78%,-20.68%
20021231,10100,-4.242%,20020630,132,-7.369%,3.126%
20030131,10100,-4.114%,20020630,132,-3.067%,-1.047%
20030228,10100,6.271%,20020630,132,-6.857%,13.13%
20030331,10100,.6211%,20020630,132,-.4713%,1.092%
20030430,10100,-1.235%,20020630,132,17.80%,-19.04%
20030531,10100,9.375%,20020630,132,19.17%,-9.794%
20030630,10100,-13.14%,20020630,132,13.63%,-26.77%
20030731,10100,-.6579%,20030630,143,7.998%,-8.656%
20030831,10100,5.629%,20030630,143,5.214%,.4147%
20030930,10100,6.583%,20030630,143,3.330%,3.253%
20031031,10100,-17.06%,20030630,143,9.891%,-26.95%
20031130,10100,44.68%,20030630,143,2.886%,41.79%
20031231,10100,31.86%,20030630,143,2.853%,29.01%
20040131,10100,29.37%,20030630,143,10.09%,19.28%
20040229,10100,1.580%,20030630,143,-1.474%,3.055%
20040331,10100,-4.950%,20030630,143,-1.717%,-3.233%
20040430,10100,-29.76%,20030630,143,-5.463%,-24.30%
20040531,10100,22.46%,20030630,143,-3.075%,25.53%
20040630,10100,-23.88%,20030630,143,3.461%,-27.34%
20040731,10100,-24.95%,20040630,154,-6.512%,-18.44%
20040831,10100,5.996%,20040630,154,-3.846%,9.842%
20040930,10100,-7.429%,20040630,154,5.816%,-13.24%
20041031,10100,33.64%,20040630,154,.4656%,33.18%
20041130,10100,12.24%,20040630,154,11.87%,.3675%
20041231,10100,-2.469%,20040630,154,6.918%,-9.387%
20050131,10100,-13.71%,20040630,154,-2.186%,-11.53%
20050228,10100,8.068%,20040630,154,-.8940%,8.962%
20050331,10100,-14.48%,20040630,154,-5.864%,-8.616%
20050430,10100,.5291%,20040630,154,-8.381%,8.911%
20050531,10100,-10.79%,20040630,154,5.709%,-16.50%
20050630,10100,9.145%,20040630,154,1.876%,7.269%
20050731,10100,5.946%,20050630,121,9.325%,-3.379%
20050831,10100,2.296%,20050630,121,-2.631%,4.927%
20050930,10100,-5.237%,20050630,121,2.831%,-8.068%
20051031,10100,-4.737%,20050630,121,-6.226%,1.489%
20051130,10100,8.287%,20050630,121,6.097%,2.190%
20051231,10100,2.959%,20050630,121,1.776%,1.184%
20060131,10100,1.834%,20050630,121,9.157%,-7.324%
20060228,10100,6.813%,20050630,121,1.012%,5.800%
20060331,10100,12.98%,20050630,121,6.963%,6.021%
20060430,10100,-4.919%,20050630,121,-3.117%,-1.803%
20060531,10100,-13.91%,20050630,121,-7.437%,-6.473%
20060630,10100,-5.911%,20050630,121,-2.486%,-3.426%
20060731,10100,5.236%,20060630,144,-1.457%,6.693%
20060831,10100,.4975%,20060630,144,2.291%,-1.793%
20060930,10100,.0990%,20060630,144,1.097%,-.9980%
20061031,10100,3.116%,20060630,144,3.331%,-.2157%
20061130,10100,-4.077%,20060630,144,1.581%,-5.657%
20061231,10100,3.600%,20060630,144,1.632%,1.968%
20070131,10100,-7.336%,20060630,144,3.380%,-10.72%
20070228,10100,-7.917%,20060630,144,-.0157%,-7.901%
20070331,10100,4.072%,20060630,144,-.3065%,4.379%
20070430,10100,-6.522%,20060630,144,1.839%,-8.361%
20070531,10100,11.63%,20060630,144,.5266%,11.10%
20070630,10100,-8.854%,20060630,144,-.8471%,-8.007%
20070731,10100,6.286%,20070630,133,-6.968%,13.25%
20070831,10100,-44.62%,20070630,133,1.546%,-46.17%
20070930,10100,11.65%,20070630,133,-1.192%,12.84%
20071031,10100,.8696%,20070630,133,.9952%,-.1256%
20071130,10100,-10.35%,20070630,133,-7.439%,-2.914%
20071231,10100,-16.34%,20070630,133,-1.132%,-15.21%
20080131,10100,6.885%,20070630,133,-3.479%,10.36%
20080229,10100,-4.291%,20070630,133,-2.385%,-1.906%
20080331,10100,-26.97%,20070630,133,-1.256%,-25.71%
20080430,10100,36.15%,20070630,133,2.971%,33.18%
20080531,10100,-9.605%,20070630,133,.1216%,-9.726%
20080630,10100,56.26%,20070630,133,-6.945%,63.21%
20080731,10100,-26.01%,20080630,141,8.250%,-34.26%
20080831,10100,23.24%,20080630,141,14.67%,8.571%
20080930,10100,-41.23%,20080630,141,-10.44%,-30.79%
20081031,10100,40.30%,20080630,141,-20.50%,60.79%
20081130,10100,-23.40%,20080630,141,-15.37%,-8.036%
20081231,10100,-16.67%,20080630,141,6.152%,-22.82%
20090131,10100,-44.67%,20080630,141,-6.807%,-37.86%
20090228,10100,55.12%,20080630,141,-18.48%,73.60%
20090331,10100,34.17%,20080630,141,17.67%,16.50%
20090430,10100,-1.592%,20080630,141,22.28%,-23.87%
20090531,10100,-11.74%,20080630,141,40.20%,-51.93%
20090630,10100,-.0333%,20080630,141,10.57%,-10.61%
20090731,10100,-36.67%,20090630,144,8.228%,-44.89%
20090831,10100,31.58%,20090630,144,2.081%,29.50%
20090930,10100,30.00%,20090630,144,4.623%,25.38%
20091031,10100,-13.85%,20090630,144,-7.746%,-6.100%
20091130,10100,60.71%,20090630,144,4.180%,56.53%
20091231,10100,-18.89%,20090630,144,5.402%,-24.29%
20100131,10100,30.07%,20090630,144,2.528%,27.54%
20100228,10100,-25.75%,20090630,144,6.321%,-32.07%
20100331,10100,13.47%,20090630,144,4.796%,8.671%
20100430,10100,-5.000%,20090630,144,8.045%,-13.04%
20100531,10100,5.921%,20090630,144,-10.67%,16.59%
20100630,10100,-8.075%,20090630,144,-3.938%,-4.137%
20100731,10100,-2.703%,20100630,144,5.921%,-8.624%
20100831,10100,13.90%,20100630,144,-8.337%,22.23%
20100930,10100,-6.103%,20100630,144,13.55%,-19.66%
20101031,10100,19.48%,20100630,144,4.154%,15.33%
20101130,10100,117.4%,20100630,144,4.471%,112.9%
20101231,10100,32.50%,20100630,144,6.294%,26.21%
20110131,10100,-13.75%,20100630,144,-1.667%,-12.08%
20110228,10100,22.06%,20100630,144,5.674%,16.39%
20110331,10100,-.7133%,20100630,144,3.872%,-4.585%
20110430,10100,-19.13%,20100630,144,2.840%,-21.97%
20110531,10100,-6.250%,20100630,144,-2.677%,-3.573%
20110630,10100,-4.762%,20100630,144,-2.264%,-2.498%
20110731,10100,7.000%,20110630,145,-2.055%,9.055%
20110831,10100,-7.949%,20110630,145,-8.399%,.4505%
20110930,10100,4.533%,20110630,145,-11.62%,16.15%
20111031,10100,-5.303%,20110630,145,12.59%,-17.89%
20111130,10100,2.559%,20110630,145,-1.688%,4.247%
20111231,10100,.0000%,20110630,145,-2.089%,2.089%
20120131,10100,-33.00%,20110630,145,5.690%,-38.69%
20120229,10100,-8.955%,20110630,145,1.569%,-10.52%
20120331,10100,.0000%,20110630,145,5.216%,-5.216%
20120430,10100,-20.16%,20110630,145,-1.625%,-18.54%
20120531,10100,-21.51%,20110630,145,-7.644%,-13.87%
20120630,10100,49.77%,20110630,145,5.059%,44.71%
20120731,10100,23.14%,20120630,111,-5.515%,28.66%
20120831,10100,-29.08%,20120630,111,3.411%,-32.49%
20120930,10100,-14.00%,20120630,111,1.954%,-15.96%
20121031,10100,-31.97%,20120630,111,-5.069%,-26.90%
20121130,10100,3.333%,20120630,111,2.651%,.6826%
20121231,10100,-17.50%,20120630,111,2.034%,-19.54%
20130131,10100,.2607%,20120630,111,5.779%,-5.518%
20130228,10100,-33.88%,20120630,111,-.0373%,-33.84%
20130331,10100,,20120630,111,-.1116%,
19870731,10101,25.00%,19870630,145,3.200%,21.80%
19870831,10101,-11.00%,19870630,145,.9527%,-11.95%
19870930,10101,8.989%,19870630,145,-1.348%,10.34%
19871031,10101,-43.30%,19870630,145,-31.93%,-11.36%
19871130,10101,9.091%,19870630,145,-5.053%,14.14%
19871231,10101,10.00%,19870630,145,6.141%,3.859%
19880131,10101,1.515%,19870630,145,5.323%,-3.808%
19880229,10101,2.985%,19870630,145,7.089%,-4.104%
19880331,10101,1.449%,19870630,145,6.935%,-5.486%
19880430,10101,14.29%,19870630,145,3.471%,10.82%
19880531,10101,-3.750%,19870630,145,-.7758%,-2.974%
19880630,10101,7.143%,19870630,145,5.206%,1.937%
19880731,10101,,19880630,135,.5253%,
19710731,10102,-13.16%,19710630,433,-2.738%,-10.42%
19710831,10102,11.88%,19710630,433,7.813%,4.066%
19710930,10102,-6.011%,19710630,433,-1.141%,-4.870%
19711031,10102,-18.02%,19710630,433,-6.669%,-11.35%
19711130,10102,1.844%,19710630,433,-.6829%,2.527%
19711231,10102,16.90%,19710630,433,10.66%,6.238%
19720131,10102,7.831%,19710630,433,.7444%,7.087%
19720229,10102,3.687%,19710630,433,2.467%,1.220%
19720331,10102,-3.261%,19710630,433,-2.458%,-.8031%
19720430,10102,-.5618%,19710630,433,1.478%,-2.040%
19720531,10102,-14.35%,19710630,433,-.0565%,-14.29%
19720630,10102,-6.667%,19710630,433,-.8896%,-5.777%
19720731,10102,4.286%,19720630,441,1.039%,3.247%
19720831,10102,6.575%,19720630,441,3.233%,3.343%
19720930,10102,-7.143%,19720630,441,-1.471%,-5.672%
19721031,10102,-4.196%,19720630,441,2.022%,-6.218%
19721130,10102,6.277%,19720630,441,6.335%,-.0574%
19721231,10102,-2.778%,19720630,441,-1.925%,-.8528%
19730131,10102,-16.43%,19720630,441,-6.735%,-9.693%
19730228,10102,-2.906%,19720630,441,-5.753%,2.847%
19730331,10102,-.8929%,19720630,441,-3.451%,2.558%
19730430,10102,-8.108%,19720630,441,-.9794%,-7.129%
19730531,10102,-5.294%,19720630,441,-9.264%,3.970%
19730630,10102,-6.316%,19720630,441,1.511%,-7.827%
19730731,10102,11.24%,19730630,342,9.336%,1.900%
19730831,10102,-4.444%,19730630,342,-2.175%,-2.270%
19730930,10102,7.527%,19730630,342,12.75%,-5.223%
19731031,10102,2.000%,19730630,342,-1.495%,3.495%
19731130,10102,2.549%,19730630,342,-14.76%,17.31%
19731231,10102,4.854%,19730630,342,.6186%,4.236%
19740131,10102,.9259%,19730630,342,10.96%,-10.03%
19740228,10102,-3.119%,19730630,342,3.520%,-6.639%
19740331,10102,-.9615%,19730630,342,-4.226%,3.264%
19740430,10102,-3.883%,19730630,342,-.2693%,-3.614%
19740531,10102,-9.495%,19730630,342,-5.684%,-3.811%
19740630,10102,2.273%,19730630,342,-2.347%,4.620%
19740731,10102,-4.444%,19740630,454,-2.386%,-2.059%
19740831,10102,6.744%,19740630,454,-5.050%,11.79%
19740930,10102,-4.444%,19740630,454,-9.736%,5.292%
19741031,10102,20.93%,19740630,454,10.64%,10.29%
19741130,10102,-14.62%,19740630,454,-3.222%,-11.39%
19741231,10102,-4.598%,19740630,454,-1.021%,-3.576%
19750131,10102,33.73%,19740630,454,15.82%,17.92%
19750228,10102,4.324%,19740630,454,3.788%,.5362%
19750331,10102,7.895%,19740630,454,6.733%,1.162%
19750430,10102,23.58%,19740630,454,16.97%,6.605%
19750531,10102,.5263%,19740630,454,1.359%,-.8327%
19750630,10102,8.609%,19740630,454,8.983%,-.3741%
19750731,10102,1.829%,19750630,455,-1.484%,3.313%
19750831,10102,-7.784%,19750630,455,-3.103%,-4.681%
19750930,10102,-7.895%,19750630,455,-3.673%,-4.221%
19751031,10102,4.286%,19750630,455,5.657%,-1.372%
19751130,10102,-1.370%,19750630,455,1.843%,-3.213%
19751231,10102,-.7042%,19750630,455,2.136%,-2.841%
19760131,10102,19.86%,19750630,455,19.93%,-.0673%
19760229,10102,12.43%,19750630,455,8.555%,3.871%
19760331,10102,10.64%,19750630,455,2.120%,8.519%
19760430,10102,-1.923%,19750630,455,-3.951%,2.028%
19760531,10102,16.18%,19750630,455,2.194%,13.98%
19760630,10102,11.91%,19750630,455,8.951%,2.964%
19760731,10102,.3802%,19760630,445,-3.571%,3.951%
19760831,10102,-4.811%,19760630,445,-1.752%,-3.058%
19760930,10102,-2.811%,19760630,445,3.341%,-6.152%
19761031,10102,-2.893%,19760630,445,-1.336%,-1.557%
19761130,10102,-5.404%,19760630,445,3.085%,-8.489%
19761231,10102,12.27%,19760630,445,9.751%,2.522%
19770131,10102,-.8097%,19760630,445,-4.022%,3.212%
19770228,10102,-.6939%,19760630,445,.5634%,-1.257%
19770331,10102,-1.245%,19760630,445,2.803%,-4.048%
19770430,10102,8.403%,19760630,445,3.107%,5.296%
19770531,10102,.1163%,19760630,445,-1.085%,1.201%
19770630,10102,-.3906%,19760630,445,1.716%,-2.107%
19770731,10102,-13.73%,19770630,433,-2.013%,-11.71%
19770831,10102,.3182%,19770630,433,-1.732%,2.050%
19770930,10102,15.60%,19770630,433,1.158%,14.44%
19771031,10102,-1.984%,19770630,433,-3.511%,1.527%
19771130,10102,18.91%,19770630,433,11.02%,7.884%
19771231,10102,-5.155%,19770630,433,.5650%,-5.720%
19780131,10102,14.49%,19770630,433,-3.568%,18.06%
19780228,10102,2.437%,19770630,433,-1.194%,3.631%
19780331,10102,7.165%,19770630,433,5.239%,1.926%
19780430,10102,15.99%,19770630,433,6.546%,9.442%
19780531,10102,,19770630,433,1.542%,
19790731,10103,-8.333%,19790630,151,-2.099%,-6.234%
19790831,10103,9.091%,19790630,151,9.809%,-.7186%
19790930,10103,-8.333%,19790630,151,-1.655%,-6.678%
19791031,10103,-18.18%,19790630,151,-12.22%,-5.960%
19791130,10103,-11.11%,19790630,151,7.345%,-18.46%
19791231,10103,50.00%,19790630,151,6.375%,43.62%
19800131,10103,8.333%,19790630,151,8.502%,-.1687%
19800229,10103,-23.08%,19790630,151,1.128%,-24.20%
19800331,10103,.0000%,19790630,151,-19.62%,19.62%
19800430,10103,10.00%,19790630,151,9.422%,.5778%
19800531,10103,.0000%,19790630,151,7.004%,-7.004%
19800630,10103,-9.091%,19790630,151,5.825%,-14.92%
19800731,10103,-20.00%,19800630,151,10.44%,-30.44%
19800831,10103,12.50%,19800630,151,9.267%,3.233%
19800930,10103,-22.22%,19800630,151,4.446%,-26.67%
19801031,10103,7.143%,19800630,151,2.681%,4.462%
19801130,10103,-6.667%,19800630,151,-1.431%,-5.236%
19801231,10103,.0000%,19800630,151,-4.297%,4.297%
19810131,10103,21.43%,19800630,151,8.541%,12.89%
19810228,10103,-11.76%,19800630,151,2.463%,-14.23%
19810331,10103,20.00%,19800630,151,7.472%,12.53%
19810430,10103,27.78%,19800630,151,3.806%,23.97%
19810531,10103,8.696%,19800630,151,3.099%,5.597%
19810630,10103,16.00%,19800630,151,4.198%,11.80%
19810731,10103,-13.79%,19810630,152,-2.924%,-10.87%
19810831,10103,-12.00%,19810630,152,-4.973%,-7.027%
19810930,10103,.0000%,19810630,152,-7.106%,7.106%
19811031,10103,4.545%,19810630,152,3.390%,1.155%
19811130,10103,52.17%,19810630,152,1.523%,50.65%
19811231,10103,-14.29%,19810630,152,-3.100%,-11.19%
19820131,10103,-6.667%,19810630,152,.5898%,-7.256%
19820228,10103,-10.71%,19810630,152,-1.247%,-9.467%
19820331,10103,32.00%,19810630,152,1.337%,30.66%
19820430,10103,6.061%,19810630,152,5.049%,1.012%
19820531,10103,-8.571%,19810630,152,.4636%,-9.035%
19820630,10103,-9.375%,19810630,152,-.6352%,-8.740%
19820731,10103,-6.897%,19820630,155,1.414%,-8.310%
19820831,10103,3.704%,19820630,155,4.302%,-.5981%
19820930,10103,21.43%,19820630,155,7.701%,13.73%
19821031,10103,2.941%,19820630,155,9.950%,-7.009%
19821130,10103,-2.857%,19820630,155,8.559%,-11.42%
19821231,10103,.0000%,19820630,155,.3540%,-.3540%
19830131,10103,.0000%,19820630,155,6.338%,-6.338%
19830228,10103,.0000%,19820630,155,7.087%,-7.087%
19830331,10103,.0000%,19820630,155,6.095%,-6.095%
19830430,10103,11.76%,19820630,155,5.796%,5.969%
19830531,10103,-5.263%,19820630,155,3.914%,-9.177%
19830630,10103,-5.556%,19820630,155,2.925%,-8.481%
19830731,10103,2.941%,19830630,151,2.644%,.2975%
19830831,10103,-8.571%,19830630,151,-1.709%,-6.862%
19830930,10103,3.125%,19830630,151,-2.721%,5.846%
19831031,10103,15.15%,19830630,151,-7.056%,22.21%
19831130,10103,21.05%,19830630,151,-5.057%,26.11%
19831231,10103,-13.04%,19830630,151,-.5035%,-12.54%
19840131,10103,5.000%,19830630,151,9.554%,-4.554%
19840229,10103,.0000%,19830630,151,-2.685%,2.685%
19840331,10103,9.524%,19830630,151,.3594%,9.164%
19840430,10103,-6.522%,19830630,151,-.4199%,-6.102%
19840531,10103,-9.302%,19830630,151,-4.736%,-4.566%
19840630,10103,5.128%,19830630,151,-2.080%,7.208%
19840731,10103,-4.878%,19840630,154,-1.424%,-3.454%
19840831,10103,.0000%,19840630,154,9.447%,-9.447%
19840930,10103,.0000%,19840630,154,2.215%,-2.215%
19841031,10103,.0000%,19840630,154,-.9734%,.9734%
19841130,10103,-2.564%,19840630,154,1.159%,-3.723%
19841231,10103,.0000%,19840630,154,2.677%,-2.677%
19850131,10103,.0000%,19840630,154,7.976%,-7.976%
19850228,10103,110.5%,19840630,154,3.962%,106.6%
19850331,10103,-25.00%,19840630,154,.1874%,-25.19%
19850430,10103,-3.333%,19840630,154,1.325%,-4.658%
19850531,10103,-10.34%,19840630,154,.6842%,-11.03%
19850630,10103,-7.692%,19840630,154,1.676%,-9.369%
19850731,10103,16.67%,19850630,154,2.066%,14.60%
19850831,10103,-3.571%,19850630,154,.5821%,-4.153%
19850930,10103,.0000%,19850630,154,-3.982%,3.982%
19851031,10103,-3.704%,19850630,154,3.608%,-7.312%
19851130,10103,11.54%,19850630,154,7.315%,4.224%
19851231,10103,3.448%,19850630,154,4.087%,-.6392%
19860131,10103,-3.333%,19850630,154,1.944%,-5.278%
19860228,10103,-3.448%,19850630,154,7.877%,-11.32%
19860331,10103,14.29%,19850630,154,7.752%,6.534%
19860430,10103,12.50%,19850630,154,.2115%,12.29%
19860531,10103,2.778%,19850630,154,4.975%,-2.197%
19860630,10103,-2.703%,19850630,154,.0010%,-2.704%
19860731,10103,-11.11%,19860630,154,-10.57%,-.5433%
19860831,10103,1.563%,19860630,154,3.274%,-1.711%
19860930,10103,3.077%,19860630,154,-5.501%,8.578%
19861031,10103,-2.985%,19860630,154,2.303%,-5.288%
19861130,10103,.0000%,19860630,154,.6786%,-.6786%
19861231,10103,-7.692%,19860630,154,-1.427%,-6.265%
19870131,10103,6.667%,19860630,154,12.95%,-6.282%
19870228,10103,6.250%,19860630,154,10.34%,-4.087%
19870331,10103,38.24%,19860630,154,3.792%,34.44%
19870430,10103,-10.64%,19860630,154,-1.987%,-8.651%
19870531,10103,-4.762%,19860630,154,1.410%,-6.172%
19870630,10103,-2.500%,19860630,154,3.221%,-5.721%
19870731,10103,-2.564%,19870630,154,6.553%,-9.117%
19870831,10103,.0000%,19870630,154,1.001%,-1.001%
19870930,10103,.0000%,19870630,154,-.2194%,.2194%
19871031,10103,-13.16%,19870630,154,-27.41%,14.25%
19871130,10103,-9.091%,19870630,154,-3.540%,-5.551%
19871231,10103,3.333%,19870630,154,5.754%,-2.421%
19880131,10103,.0000%,19870630,154,6.343%,-6.343%
19880229,10103,-3.226%,19870630,154,7.152%,-10.38%
19880331,10103,.0000%,19870630,154,6.412%,-6.412%
19880430,10103,-6.667%,19870630,154,2.777%,-9.443%
19880531,10103,-3.571%,19870630,154,-1.600%,-1.971%
19880630,10103,3.704%,19870630,154,7.545%,-3.841%
19880731,10103,7.143%,19880630,152,-1.346%,8.489%
19880831,10103,6.667%,19880630,152,-2.900%,9.567%
19880930,10103,.0000%,19880630,152,-.2455%,.2455%
19881031,10103,3.125%,19880630,152,-.7019%,3.827%
19881130,10103,.0000%,19880630,152,-1.875%,1.875%
19881231,10103,-6.061%,19880630,152,1.097%,-7.158%
19890131,10103,6.452%,19880630,152,6.408%,.0432%
19890228,10103,.0000%,19880630,152,.3780%,-.3780%
19890331,10103,6.061%,19880630,152,6.091%,-.0302%
19890430,10103,.0000%,19880630,152,4.107%,-4.107%
19890531,10103,.0000%,19880630,152,2.916%,-2.916%
19890630,10103,5.714%,19880630,152,-.4321%,6.146%
19890731,10103,-2.703%,19890630,154,5.852%,-8.554%
19890831,10103,5.556%,19890630,154,1.741%,3.815%
